Course,Topic,Term,Year,Sentence
Unstructured Data Analysis,Networks,4,2,"The node embeddings are optimized so that z⊤u zv ≈ S[u, v]"
Unstructured Data Analysis,Networks,4,2,More recent methods that from the class of random walk embeddings build on this approach but instead use stochastic measures of neighborhood overlap
Unstructured Data Analysis,Networks,4,2,"More specifically, node embeddings are optimized so that two nodes have similar embeddings if they tend to co-occur on short random walks over the graph"
Unstructured Data Analysis,Networks,4,2,Two popular methods—DeepWalk and node2vec—use a shallow embedding approach and an inner-product decoder but define different notions of node similarity and neighborhood recon- struction
Unstructured Data Analysis,Networks,4,2,"Instead of directly reconstructing the adjacency matrix A (or, more generally, some deterministic function of A), these approaches optimize embeddings to encode the statistics of random walks"
Unstructured Data Analysis,Networks,4,2,"Here, we use σ to denote the logistic function, Pn(V) to denote a distribution over the set of nodes V, and we assume that γ > 0 is a hyperparameter"
Unstructured Data Analysis,Networks,4,2,"In practice, Pn(V) is often defined to be a uniform distribution, and the expectation is approximated using Monte Carlo sampling"
Unstructured Data Analysis,Networks,4,2,The node2vec approach also distinguishes itself from the earlier DeepWalk algorithm by allowing for a more flexible definition of random walks
Unstructured Data Analysis,Networks,4,2,"In particular, whereas DeepWalk simply employs uniformly random walks to define pG,T (v | u), the node2vec approach introduces hyperparameters that allow the random walk probabilities to smoothly interpolate between walks that are more akin to breadth-first search or depth-first search over the graph"
Unstructured Data Analysis,Networks,4,2,"The LINE approach is another stochastic model which does not explicitly leverage random walks, but it shares conceptual motivations with DeepWalk and node2vec"
Unstructured Data Analysis,Networks,4,2,The basic idea in LINE is to combine two encoder–decoder objectives
Unstructured Data Analysis,Networks,4,2,"Despite their conceptual differences, random walk methods are actually closely related to matrix factorization approaches."
Unstructured Data Analysis,Networks,4,2,Embeddings learned by DeepWalk are thus closely related to the spectral clustering embed- dings
Unstructured Data Analysis,Networks,4,2,The key difference is that the DeepWalk embeddings control the influence of different
Unstructured Data Analysis,Networks,4,2,"A natural and important question in dealing with network data is how to “get in the thick of the network”—specifically, how do we traverse from one node to another in a network? How do we search within a network? These are difficult problems since in general, there is no strict ordering to the nodes and edges in a graph: remember, although we index the vertices and edges (e"
Unstructured Data Analysis,Networks,4,2,g
Unstructured Data Analysis,Networks,4,2,", v1, v2, etc"
Unstructured Data Analysis,Networks,4,2,"), these are just dummy variables"
Unstructured Data Analysis,Networks,4,2,"This means that in the most general sense, networks are not metric spaces and we cannot define a location or address to nodes, even though we can represent a graph as a matrix"
Unstructured Data Analysis,Networks,4,2,"This is a key difference between matrix representations of graphs and images, which we saw in the previous topic (recall that pixels do have locations)"
Unstructured Data Analysis,Networks,4,2,These characteristics of a lack of ordering and metric space structure become especially pertinent and intimidating when we want to study very large networks
Unstructured Data Analysis,Networks,4,2,"Search algorithms are the answer to one of the most fundamental problems when working with networks: traversing the edges and vertices, which intuitively amounts to traveling over a graph"
Unstructured Data Analysis,Networks,4,2,"For example, a web spider, or crawler, collects data for a search engine; to do this, it must explore a large graph of hypertext documents by examining its vertices, which are the documents, and its edges, which are the hyperlinks between documents"
Unstructured Data Analysis,Networks,4,2,"Specifically, a traversal is a systematic procedure for exploring a graph by examining all of its vertices and edges"
Unstructured Data Analysis,Networks,4,2,"A traversal is efficient if it visits all the vertices and edges in time proportional to their number—that is, in linear time"
Unstructured Data Analysis,Networks,4,2,"First, let’s look at undirected graphs"
Unstructured Data Analysis,Networks,4,2,Depth-first search (DFS) is a traversal algorithm that is useful for performing a number of computations on graphs; including finding a path from one vertex to another; determining whether a graph is connected; and computing a spanning tree of a connected graph
Unstructured Data Analysis,Networks,4,2,A spanning tree is a subgraph of a graph that hits every vertex in the graph and is a tree
Unstructured Data Analysis,Networks,4,2,Depth-first search in an undirected graph G applies the backtracking technique; the way it works is analogous to wandering in a labyrinth with a string and a can of paint without getting lost
Unstructured Data Analysis,Networks,4,2,"We begin at a starting vertex s in G, which we initialize by fixing one end of our string to s and marking (painting) s as “explored"
Unstructured Data Analysis,Networks,4,2,” The vertex s is now our “current” vertex; call our current vertex v
Unstructured Data Analysis,Networks,4,2,"We then traverse G by considering an arbitrary edge (v, w) incident to the current vertex, v"
Unstructured Data Analysis,Networks,4,2,"If the edge (v, w) leads us to an already explored (marked or painted) vertex w, then we backtrack to vertex v"
Unstructured Data Analysis,Networks,4,2,"If, on the other hand, (v, w) leads to an unexplored vertex w, then we unroll our string, and go to w"
Unstructured Data Analysis,Networks,4,2,"We then mark w as “explored” and make it the current vertex, and repeat the same process"
Unstructured Data Analysis,Networks,4,2,Another important traversal algorithm is the breadth-first search (BFS) traversal algorithm
Unstructured Data Analysis,Networks,4,2,"Like DFS, BFS traverses a connected component of a graph"
Unstructured Data Analysis,Networks,4,2,"Instead of searching recursively, however, BFS proceeds in rounds and subdivides the vertices into levels, which represent the minimum number of edges from the start vertex to each vertex"
Unstructured Data Analysis,Networks,4,2,This process of graph searching defines a useful spanning tree
Unstructured Data Analysis,Networks,4,2,BFS starts at a given start vertex s which is at level 0 and defines the “anchor” for our string
Unstructured Data Analysis,Networks,4,2,"In the first round, we explore all the vertices we can reach in one edge, marking each as explored"
Unstructured Data Analysis,Networks,4,2,These vertices are placed into level 1
Unstructured Data Analysis,Networks,4,2,"In the second round, we explore all the vertices that can be reached in two edges from the start vertex"
Unstructured Data Analysis,Networks,4,2,"These new vertices, which are adjacent to level 1 vertices and not previously assigned to a level, are placed into level 2"
Unstructured Data Analysis,Networks,4,2,The procedure continues in this manner placing vertices into higher levels
Unstructured Data Analysis,Networks,4,2,"In a road network, the interconnection structure of a set of roads is modeled as a graph whose vertices are intersections and dead ends within the set of roads, and edges are defined by segments of road that exists between pairs of such vertices"
Unstructured Data Analysis,Networks,4,2,"A navigation system, such as Google Maps or Waze, aims to find the shortest path that exists between two vertices in such a road network (ignoring for now the presence of other vehicles on the road and the effect of traffic)"
Unstructured Data Analysis,Networks,4,2,A weighted graph is a graph that has a numeric label w(e) associated with each edge e called the weight of edge e.
Unstructured Data Analysis,Networks,4,2,"Edge weights can be integers, rational numbers, or real numbers, representing a concept such as distance, connection costs, or affinity"
Unstructured Data Analysis,Networks,4,2,"Formally, we work in the following context. Let G be a weighted graph. The length (or weight) of a path P made up of connected edges in G is the sum of the weights of the edges of P."
Unstructured Data Analysis,Networks,4,2,Recall that the special case of computing a shortest path when all weights are 1 was solved with the BFS traversal algorithm presented in Section 4
Unstructured Data Analysis,Networks,4,2,"There is an interesting approach for solving this single-source shortest path problem based on a greedy method, which is known as Dijkstra’s algorithm"
Unstructured Data Analysis,Networks,4,2,Greedy algorithms choose the best option at any given run; they do not consider past iterations and do not take into account whether this option is optimal at the end of the run of the algorithm
Unstructured Data Analysis,Networks,4,2,"In other words, the cost for going from vi to vj using vertices numbered 1 through k is equal to the shorter of two possible paths"
Unstructured Data Analysis,Networks,4,2,The first path is simply the shortest path from vi to vj using vertices numbered 1 through k − 1
Unstructured Data Analysis,Networks,4,2,The second path is the sum of the costs of the shortest path from vi to vk using vertices numbered 1 through k − 1 and the shortest path from vk to vj using vertices numbered 1 through k − 1
Unstructured Data Analysis,Networks,4,2,"In what we have seen so far, we touched on the notions of spanning trees and minimum spanning trees a couple of times; the algorithms we discussed have hinted at their usefulness"
Unstructured Data Analysis,Networks,4,2,"Let’s now take a closer look at these objects, why they’re important and two ways of computing them"
Unstructured Data Analysis,Networks,4,2,We can consider the scenario of a telecommunications company wishing to lay down cables in a new neighborhood
Unstructured Data Analysis,Networks,4,2,If it is constrained to bury the cable only along certain paths (e
Unstructured Data Analysis,Networks,4,2,", roads), then there would be a graph containing the points (e"
Unstructured Data Analysis,Networks,4,2,", houses) connected by those paths"
Unstructured Data Analysis,Networks,4,2,Some of the paths might be more expensive: they might be longer or require the cable to be buried deeper
Unstructured Data Analysis,Networks,4,2,These paths would be represented by edges with larger weights
Unstructured Data Analysis,Networks,4,2,Currency is an acceptable unit for edge weights in this case—there is no requirement for edge lengths to obey normal rules of geometry such as the triangle inequality
Unstructured Data Analysis,Networks,4,2,A spanning tree for that graph would be a subset of those paths that has no cycles but still connects every house
Unstructured Data Analysis,Networks,4,2,Note that spanning trees don’t have to be unique; there might be several possible spanning trees
Unstructured Data Analysis,Networks,4,2,"A minimum spanning tree would be one with the lowest total cost, representing the least expensive path for laying the cables"
Unstructured Data Analysis,Networks,4,2,Kruskal’s algorithm builds minimum spanning trees in clusters
Unstructured Data Analysis,Networks,4,2,"Initially, each vertex is in its own cluster all by itself"
Unstructured Data Analysis,Networks,4,2,"The algorithm then considers each edge in turn, ordered by increasing weight"
Unstructured Data Analysis,Networks,4,2,"If an edge e connects two different clusters, then e is added to the set of edges of the minimum spanning tree"
Unstructured Data Analysis,Networks,4,2,The two clusters connected by e are merged into a single cluster
Unstructured Data Analysis,Networks,4,2,"If, on the other hand, e connects two vertices that are already in the same cluster, then e is discarded"
Unstructured Data Analysis,Networks,4,2,"Once the algorithm has added enough edges to form a spanning tree, it terminates and outputs this tree as the minimum spanning tree"
Unstructured Data Analysis,Networks,4,2,The pseudocode for Kruskal’s algorithm to solve the MST problem is given in Algorithm 7
Unstructured Data Analysis,Networks,4,2,"The Prim–Jarník algorithm grows a minimum spanning tree from a single cluster starting from some “root” vertex, v"
Unstructured Data Analysis,Networks,4,2,The main idea is similar to that of Dijkstra’s algorithm
Unstructured Data Analysis,Networks,4,2,"We begin with some vertex v, defining the initial “cloud” of vertices C"
Unstructured Data Analysis,Networks,4,2,"Then, at each iteration, we choose a minimum weight edge e = (v, u) that connects a vertex v in the cloud C to a vertex u outside of C"
Unstructured Data Analysis,Networks,4,2,The vertex u is then absorbed into the cloud C and the process is repeated until a spanning tree is formed
Unstructured Data Analysis,Networks,4,2,"So far, we have seen a variety of algorithms that carry out certain procedures or compute certain things on graphs"
Unstructured Data Analysis,Networks,4,2,How do we know that the algorithm is really doing what it’s supposed to do? This is the question that we want to validate and it is done by proving correctness
Unstructured Data Analysis,Networks,4,2,"To be completely rigorous, all algorithms (to do anything, not just graph search) need a proof that it does what we claim it does, i"
Unstructured Data Analysis,Networks,4,2,", that it returns the correct result"
Unstructured Data Analysis,Networks,4,2,"Networks are the fundamental model to describe, study, and understand complex systems in many scientific disciplines"
Unstructured Data Analysis,Networks,4,2,"One of the most important features in complex systems that networks are able to capture and describe is the presence of communities; in networks, these correspond to the presence of network clusters, i"
Unstructured Data Analysis,Networks,4,2,", subsets of vertices are organized into clusters with many edges connecting the vertices within the cluster and comparatively few clusters connecting to dif- ferent clusters"
Unstructured Data Analysis,Networks,4,2,A simple real-world example to keep in mind might be the face-to-face interaction (pre/post-pandemic
Unstructured Data Analysis,Networks,4,2,") of residents in New York City versus the face-to-face interaction of residents in London, both existing as clusters within a global network"
Unstructured Data Analysis,Networks,4,2,Another example might be tissues within certain organs within the human body
Unstructured Data Analysis,Networks,4,2,"These clusters, or communities, can be considered as relatively independent components of a graph"
Unstructured Data Analysis,Networks,4,2,"In a sense, the problem of community detection can be viewed as a graph clustering problem"
Unstructured Data Analysis,Networks,4,2,"Despite this analogy, there is no universally accepted quantitative definition of a community"
Unstructured Data Analysis,Networks,4,2,"Often, the concept of a community will be taken dependent on the specific system or application being studied"
Unstructured Data Analysis,Networks,4,2,From intuition and Example 5
Unstructured Data Analysis,Networks,4,2,"1, we get the notion that there must be more edges “inside” the community than edges linking vertices of the community with the rest of the graph"
Unstructured Data Analysis,Networks,4,2,"This is the reference guideline at the basis of most community definitions, but this strict requirement alone often isn’t enough to go about the problem of community detection in a disciplined manner and, more importantly, be able to interpret the final result"
Unstructured Data Analysis,Networks,4,2,"For example, in a very large network, can we really say that a community with 100,000 edges inside a community and 99,999 links to the rest of the graph is a satisfactory depiction of a community? In many cases, communities are algorithmically defined—they are just the final product of the algorithm, without a precise a priori definition"
Unstructured Data Analysis,Networks,4,2,Communities are parts of the graph with a few ties with the rest of the system
Unstructured Data Analysis,Networks,4,2,"To some extent, they can be considered as separate entities with their own autonomy"
Unstructured Data Analysis,Networks,4,2,"So, it makes sense to evaluate them independently of the graph as a whole"
Unstructured Data Analysis,Networks,4,2,"Local definitions focus on the sub- graph representing the community, including possibly its immediate neighborhood, but neglecting the rest of the graph"
Unstructured Data Analysis,Networks,4,2,Communities can also be defined with respect to the graph as a whole
Unstructured Data Analysis,Networks,4,2,This is reasonable in cases where certain clusters are essential parts of the graph and cannot be removed from the graph without seriously affecting the functioning of the system
Unstructured Data Analysis,Networks,4,2,"This idea has led to the proposal of indirect definitions in the literature; usually, some global property of the graph is used in an algorithm that delivers communities as its output"
Unstructured Data Analysis,Networks,4,2,"However, there is a class of proper definitions, based on the idea that a graph has community structure if it is not a random graph, or different from a random graph in some way"
Unstructured Data Analysis,Networks,4,2,"A random graph—such as an Erdo ̋s-–Rényi graph, which we saw in Example 3"
Unstructured Data Analysis,Networks,4,2,"5—is not expected to have community structure, because, by defini- tion, any two vertices have the same probability to be adjacent, so there is no preferential linking involving special groups of vertices"
Unstructured Data Analysis,Networks,4,2,"We can naturally assume that communities are groups of vertices sharing similar properties, so we can simply compute the similarity between each pair of vertices with respect to some reference property—local or global—no matter whether they are connected by an edge or not"
Unstructured Data Analysis,Networks,4,2,Each vertex gets assigned to the cluster whose vertices are most similar to it
Unstructured Data Analysis,Networks,4,2,"Similarity measures underlie traditional methods such as hierarchical, partitional, and spectral clustering"
Unstructured Data Analysis,Networks,4,2,"A partition is a division of a graph in clusters, such that each vertex belongs to one cluster"
Unstructured Data Analysis,Networks,4,2,A division of a graph into overlapping (or fuzzy) communities is called a cover
Unstructured Data Analysis,Networks,4,2,"Partitions can, however, be hierarchically ordered when the graph has different levels of or- ganization or structure at different scales"
Unstructured Data Analysis,Networks,4,2,"In this case, clusters display the community structure, with smaller communities inside, which may themselves contain still smaller communities"
Unstructured Data Analysis,Networks,4,2,"As an example, in a social network of children living in the same town, we can group the children according to the schools they attend, but within each school, we can further subdivide into year groups and classes"
Unstructured Data Analysis,Networks,4,2,"A natural way to represent the hierarchical structure of a graph is to draw a dendrogram, see Figure 5"
Unstructured Data Analysis,Networks,4,2,"Here, partitions of a graph with twelve vertices are shown"
Unstructured Data Analysis,Networks,4,2,"At the bottom, each vertex is its own module (the “leaves” of the tree)"
Unstructured Data Analysis,Networks,4,2,"By moving upwards, groups of vertices are successively aggregated"
Unstructured Data Analysis,Networks,4,2,Mergers of communities are represented by horizontal lines
Unstructured Data Analysis,Networks,4,2,The uppermost level represents the whole graph as a single community
Unstructured Data Analysis,Networks,4,2,"Cutting the diagram horizontally at some height, as shown in Figure 5 by the dashed line, displays one partition of the graph"
Unstructured Data Analysis,Networks,4,2,"In a community detection algorithm, it is almost impossible to determine the number of communities first, as we have just seen, so there there needs to be a way to measure whether each result is the relative best result during the process of the algorithm"
Unstructured Data Analysis,Networks,4,2,Modularity is used to measure whether the division of a community is “relatively good
Unstructured Data Analysis,Networks,4,2,” A relatively good result has higher similarity in nodes inside the community and lower similarity in nodes outside the community
Unstructured Data Analysis,Networks,4,2,"The Kernighan–Lin algorithm is one of the earliest methods proposed to detect communities and is still frequently used, often in combination with other techniques"
Unstructured Data Analysis,Networks,4,2,"The approach is motivated by the problem of partitioning electronic circuits onto boards, where the nodes contained in differ- ent boards need to be linked to each other with the least number of connections"
Unstructured Data Analysis,Networks,4,2,"The procedure optimizes some benefit function D, which represents the difference between the number of edges inside the modules and the number of edges between them"
Unstructured Data Analysis,Networks,4,2,The starting point is an initial partition of the graph in two clusters of predefined size; the initial partition can be random or suggested by some information on the graph structure
Unstructured Data Analysis,Networks,4,2,"Then subsets with equal numbers of vertices are swapped between the two groups, so that D has the maximal increase"
Unstructured Data Analysis,Networks,4,2,Notice here that this is a greedy algorithm
Unstructured Data Analysis,Networks,4,2,The subsets can consist of single vertices
Unstructured Data Analysis,Networks,4,2,"To reduce the risk of getting trapped in local maxima of D, the procedure includes some swaps that decrease the function D"
Unstructured Data Analysis,Networks,4,2,"After a series of swaps with positive and negative gains, the partition with the largest value of D is selected and used as starting point of a new series of iterations"
Unstructured Data Analysis,Networks,4,2,Divisive algorithms for community detection are a class of algorithms that rely on the observation that communities in a graph can be detected by identifying and removing connecting edges be- tween different communities
Unstructured Data Analysis,Networks,4,2,This disconnects communities from one another
Unstructured Data Analysis,Networks,4,2,The crucial task in divisive algorithms is to find a property of inter-community edges that we can use to identify them
Unstructured Data Analysis,Networks,4,2,"Divisive methods largely follow traditional techniques and conceptually, simply perform hi- erarchical clustering on the network"
Unstructured Data Analysis,Networks,4,2,"The main difference between divisive community detection and divisive hierarchical clustering is that in the latter, we remove inter-cluster edges, instead of edges between pairs of vertices with low similarity"
Unstructured Data Analysis,Networks,4,2,There is no a priori guarantee that inter-cluster edges connect vertices with low similarity
Unstructured Data Analysis,Networks,4,2,"In some cases, vertices with all their adjacent edges or whole subgraphs may be removed, instead of single edges"
Unstructured Data Analysis,Networks,4,2,An edge has high betweenness centrality if it lies on a large number of short paths between ver- tices
Unstructured Data Analysis,Networks,4,2,"Here, we focus on edges but betweenness centrality can also be defined for nodes"
Unstructured Data Analysis,Networks,4,2,"If we start at a node and want to go to some other node in the network, some edges will experience a lot more traffic than others, depending on the connectivity pattern of the network"
Unstructured Data Analysis,Networks,4,2,The betweenness centrality of an edge quantifies such traffic by considering strictly shortest paths (geodesic betweenness centrality) or densities of random walks (random walk betweenness centrality) between each pair of nodes and taking into account all possible pairs
Unstructured Data Analysis,Networks,4,2,"We can then identify communities through a process of ranking all of the edges based on their betweenness centrality, removing the edge with the largest value, and recalculating betweenness centrality for the remaining edges"
Unstructured Data Analysis,Networks,4,2,The recalculation step is important because the removal of an edge can cause a previously low-traffic edge to have much higher traffic
Unstructured Data Analysis,Networks,4,2,Implementing these steps iteratively gives a divisive algorithm for detecting community structure by deconstructing the initial graph into progressively smaller connected components until we finally obtain a set of isolated nodes
Unstructured Data Analysis,Networks,4,2,Classifying graphs is an important problem that plays a role in many applications
Unstructured Data Analysis,Networks,4,2,"For instance, if we have a network representing the skeleton of bone marrow vasculature in patients, we may wish to classify these networks as healthy, diseased, or treated patients"
Unstructured Data Analysis,Networks,4,2,"We see that the problem of graph classification is quite familiar with usual classification for
other more regularly structured datasets."
Unstructured Data Analysis,Networks,4,2,"For graphs in particular, the basic idea of classification is to compute several topological and label attributes for each graph in the dataset, and to use the derived feature-vector attributes for classification"
Unstructured Data Analysis,Networks,4,2,"(Here, the term topological means “related to the shape of the graph”—its configuration in terms of node placement and edge assignment"
Unstructured Data Analysis,Networks,4,2,") There are many graph attributes that we can look at, including average degree, average cluster- ing coefficient, average effective eccentricity, maximum effective eccentricity (effective diameter), minimum effective eccentricity (effective radius), average path length (closeness centrality), per- centage of central points, giant connected ratio, percentage of isolated points, percentage of end points, number of nodes, number of edges, spectral radius, second largest eigenvalue, trace, energy, number of eigenvalues, label entropy, neighborhood impurity, link impurity, and many more"
Unstructured Data Analysis,Networks,4,2,"The main challenge in classifying graphs, however, is their unstructured nature; specifically, the ques- tion is how to convert our discrete graph objects into numerical features or similarities for effective classification"
Unstructured Data Analysis,Networks,4,2,The shortest path kernel decomposes graphs into shortest paths and compares pairs of shortest paths according to their lengths and the labels of their endpoints
Unstructured Data Analysis,Networks,4,2,"Suggested by their name, the first task in constructing shortest path kernels is to transform the input graphs into shortest paths graphs"
Unstructured Data Analysis,Networks,4,2,"Given an input graph G = (V, E), we need to create a new graph S = (V, Es), which is its shortest path graph"
Unstructured Data Analysis,Networks,4,2,The shortest path graph S contains the same set of vertices as the graph from which it originates
Unstructured Data Analysis,Networks,4,2,"The edge set of the shortest path graph S, however, is a superset of the edge set of the graph from which it originates, since in the shortest path graph S, there exists an edge between all vertices which are connected by a walk in the original graph G"
Unstructured Data Analysis,Networks,4,2,"To complete the transformation, we assign labels to all the edges of the shortest path graph S"
Unstructured Data Analysis,Networks,4,2,The label of each edge is set equal to the shortest distance between its endpoints in the original graph G
Unstructured Data Analysis,Networks,4,2,Subtree kernels are based on common subtrees in the graphs
Unstructured Data Analysis,Networks,4,2,"The main idea is to consider pairs of nodes from Gi and Gj and see if they share common tree-like neighborhoods, i"
Unstructured Data Analysis,Networks,4,2,", we count the pairs of identical subtrees of height h rooted at vertex va ∈ Gi and vb ∈ Gj"
Unstructured Data Analysis,Networks,4,2,The kernel is defined as the sum over all pairs of vertices of a suitably defined vertex pair kernel
Unstructured Data Analysis,Networks,4,2,"The complexity of this approach is O(n2h4d), where d denotes the maximum degree"
Unstructured Data Analysis,Networks,4,2,The Weisfeiler–Lehman Kernel
Unstructured Data Analysis,Networks,4,2,The Weisfeiler–Lehman kernel is a fast subtree kernel that scales up for large labeled graphs
Unstructured Data Analysis,Networks,4,2,"It uses the Weisfeiler–Lehman isomorphism test, which uses iter- ative multiset-label determination, label compression, and relabeling steps and determines whether two graphs are isomorphic"
Unstructured Data Analysis,Networks,4,2,"Two graphs G, G′ are said to be isomorphic if there is a bijection f between their vertex sets such that any two vertices u and v in G are adjacent if and only if f(u) and f(v) are adjacent in G′"
Unstructured Data Analysis,Networks,4,2,Sorting the set of multisets allows for a straightforward definition and implementation of f for the compression of labels in Step 4: We keep a counter variable for f that records number of distinct strings that f has compressed before
Unstructured Data Analysis,Networks,4,2,"The role of f is to assign the current value of this counter to a string if an identical string has been compressed before, but when we encounter a new string, we increment the counter by 1 and f assigns its value to the new string"
Unstructured Data Analysis,Networks,4,2,"The sorted order of the set of multisets guarantees that all identical strings are mapped to the same number, because they occur in a consecutive block"
Unstructured Data Analysis,Networks,4,2,"However, note that the sorting of the set of multisets is not required to define f"
Unstructured Data Analysis,Networks,4,2,Any other injective mapping will give equivalent results
Unstructured Data Analysis,Networks,4,2,The alphabet Σ has to be sufficiently large for f to be injective
Unstructured Data Analysis,Networks,4,2,"For two graphs, |Σ| = 2n suffices"
Unstructured Data Analysis,Networks,4,2,"In each iteration i of the Weisfeiler–Lehman algorithm, we get a new labeling φi(v) for all nodes v"
Unstructured Data Analysis,Networks,4,2,"Recall that this labeling is concordant in G and G′, meaning that if nodes in G and G′ have identical multiset labels, and only in this case, they will get identical new labels"
Unstructured Data Analysis,Networks,4,2,"Therefore, we can view one iteration of Weisfeiler–Lehman relabeling as a function r((V, E, φi)) = (V, E, φi+1) that transforms all graphs in the same manner"
Unstructured Data Analysis,Networks,4,2,Notice that r depends on the set of graphs that we consider
Unstructured Data Analysis,Networks,4,2,First we import necessary modules and load the MUTAG dataset
Unstructured Data Analysis,Networks,4,2,"MUTAG is a collection of nitroaromatic compounds and here, the goal is to predict their mutagenicity on Salmonella ty- phimurium"
Unstructured Data Analysis,Text,4,2,"Input graphs are used to represent chemical compounds, where vertices represent atoms and are labeled by the atom type (represented by one-hot encoding), while edges between vertices represent bonds between the corresponding atoms"
Unstructured Data Analysis,Text,4,2,"Perhaps the oldest and most common way of storing and transferring information via writing, or text"
Unstructured Data Analysis,Text,4,2,"New technologies have made vast quantities of digital text available, providing crucial records of ever-increasing human interaction, communication, and culture"
Unstructured Data Analysis,Text,4,2,"For social scientists, the information encoded in text is a rich complement to the more structured kinds of data traditionally used in research; recent years have seen an explosion of empirical economics research using text as data"
Unstructured Data Analysis,Text,4,2,"Here are a few recent and very relevant examples of the economic and financial importance and impact of text data: In finance, text from financial news, social media, and company filings is used to predict asset price movements and study the causal impact of new information"
Unstructured Data Analysis,Text,4,2,"In macroeconomics, text is used to forecast variation in inflation and unemployment, and estimate the effects of policy uncertainty"
Unstructured Data Analysis,Text,4,2,"In media economics, text from news and social media is used to study the drivers and effects of political slant"
Unstructured Data Analysis,Text,4,2,"In industrial organization and marketing, text from advertisements and product reviews is used to study the drivers of consumer decision making"
Unstructured Data Analysis,Text,4,2,"In political economy, text from politicians’ speeches is used to study the dynamics of political agendas and debate"
Unstructured Data Analysis,Text,4,2,Text is inherently high dimensional
Unstructured Data Analysis,Text,4,2,"Suppose that we have a sample of documents, each w words long, and suppose that each word is drawn from a vocabulary of p possible words"
Unstructured Data Analysis,Text,4,2,Then the unique representation of these documents has dimension pw
Unstructured Data Analysis,Text,4,2,"A sample of 30-word Tweets that use only the one thousand most common words in the English language, for example, has roughly as many dimensions as there are atoms in the universe"
Unstructured Data Analysis,Text,4,2,"A consequence is that the statistical methods used to analyze text are closely related to those used to analyze high-dimensional data in other domains, such as machine learning and computational biology"
Unstructured Data Analysis,Text,4,2,"When we read text, we do not see a vector of dummy variables, nor a sequence of unrelated tokens"
Unstructured Data Analysis,Text,4,2,"They interpret words in light of other words, and we extract meaning from the text as a whole"
Unstructured Data Analysis,Text,4,2,The field of computational linguistics has made tremendous progress in this kind of interpretation
Unstructured Data Analysis,Text,4,2,Most of us have mobile phones that are capable of complex speech recognition
Unstructured Data Analysis,Text,4,2,"Algorithms exist to efficiently parse grammatical structure, disambiguate different senses of words (this task is known as word sense disambiguation in machine learning), distinguish key points from secondary asides, and so on"
Unstructured Data Analysis,Text,4,2,"Yet virtually all analysis of text in the social sciences, like much of the text analysis in machine learning more generally, does not take into account these complex aspects"
Unstructured Data Analysis,Text,4,2,"Raw text consists of an ordered sequence of language elements: words, punctuation, and white space"
Unstructured Data Analysis,Text,4,2,"To reduce this to a simpler representation suitable for statistical analysis, we typically make three kinds of simplifications: dividing the text into individual documents i; reducing the number of language elements we consider; and limiting the extent to which we encode dependence among elements within documents"
Unstructured Data Analysis,Text,4,2,The result is a mapping from raw text D to a numerical array C
Unstructured Data Analysis,Text,4,2,A row ci of C is a numerical vector with each element indicating the presence or count of a particular language token in document i
Unstructured Data Analysis,Text,4,2,The first step in constructing C is to divide raw text D into individual documents {Di}
Unstructured Data Analysis,Text,4,2,"In many applications, this is governed by the level at which the attributes of interest V are defined"
Unstructured Data Analysis,Text,4,2,"For spam detection, the outcome of interest is defined at the level of individual emails, so we want to divide text that way too"
Unstructured Data Analysis,Text,4,2,"If V is daily stock price movements that we wish to predict from the prior day’s news text, it might make sense to divide the news text by day as well"
Unstructured Data Analysis,Text,4,2,"In other cases, the natural way to define a document is not so clear"
Unstructured Data Analysis,Text,4,2,"If we wish to predict legislators’ partisanship from their floor speeches, we could aggregate speech so a document is a speaker–day, a speaker-year, or all speech by a given speaker during the time they are in congress"
Unstructured Data Analysis,Text,4,2,"When we use methods that treat documents as independent (which is true most of the time), finer partitions will typically ease computation at the cost of limiting the dependence we are able to capture"
Unstructured Data Analysis,Text,4,2,"Theoretical guidance for the right level of aggregation is often limited, so this is an important dimension along which to check the sensitivity of results"
Unstructured Data Analysis,Text,4,2,"To reduce the number of features to a manageable load, a common first step is to strip out ele- ments of the raw text other than words"
Unstructured Data Analysis,Text,4,2,"This might include punctuation, numbers, HTML tags, proper names, and so on"
Unstructured Data Analysis,Text,4,2,It is also common to remove a subset of words that are either very com- mon or very rare
Unstructured Data Analysis,Text,4,2,"Very common words, often called “stop words,” include articles (“the,” “a”), conjunctions (“and,” “or”), forms of the verb “to be,” and so on"
Unstructured Data Analysis,Text,4,2,"These words are important to the grammatical structure of sentences, but they typically convey relatively little meaning on their own"
Unstructured Data Analysis,Text,4,2,"The frequency of “the” is probably not very diagnostic of whether an email is spam, for example"
Unstructured Data Analysis,Text,4,2,Common practice is to exclude stop words based on a predefined list
Unstructured Data Analysis,Text,4,2,An approach that excludes both common and rare words and has proved very useful in practice is filtering by “term frequency inverse document frequency” (TF-IDF).
Unstructured Data Analysis,Text,4,2,Very common words that appear in most or all documents will also have low TF-IDF scores because idfj will be low
Unstructured Data Analysis,Text,4,2,Note that this improves on simply excluding words that occur frequently because it will keep words that occur frequently in some documents but do not appear in others; these often provide useful information
Unstructured Data Analysis,Text,4,2,A common practice is to keep only the words within each document i with TF-IDF scores above some rank or cutoff
Unstructured Data Analysis,Text,4,2,"A final step that is commonly used to reduce the feature space is stemming: replacing words with their root such that, e"
